pl_name,hostname,tic_id,pl_orbsmax,pl_rade,pl_masse,st_spectype,st_teff,st_rad,st_mass,st_lum,st_age,SpT_PM,Lxuv/Lbol,t_sat,gamma,v_esc,"Loss/0.01protoatm., t=0.1 Gyr",insol_0.1_Gyr,"Loss/0.01protoatm., t=0.6 Gyr",insol_0.6_Gyr,"Loss/0.01protoatm., t=1.0 Gyr",insol_1.0_Gyr,"Loss/0.01protoatm., t=5.0 Gyr",insol_5.0_Gyr,"Loss/0.01protoatm., t=10.0 Gyr",insol_10.0_Gyr,"Loss/0.01protoatm., star_age",insol_star_age
TOI-1836 b,TOI-1836,TIC 207468071,0.1597,8.00321222,38.457237247,,6380.0,1.577,1.307,3.700,6.6,F6V,0.00100,0.1,1.23,24.5,1.06502257,145.07419,2.62896215,145.07419,2.96889557,145.07419,3.81247938,145.07419,4.08997910,145.07419,3.92896508,150.95042
TOI-1836 c,TOI-1836,TIC 207468071,0.03089,2.59987579,8.0,,6237.0,1.6454,1.2518,3.714,3.2,F7V,0.00100,0.1,1.23,19.6,22.63673661,3892.28097,55.87780513,3892.28097,63.10298825,3892.28097,81.03311023,3892.28097,86.93128379,3892.28097,76.70652764,3720.03892
TOI-559 b,TOI-559,TIC 209459275,0.0723,12.22899794,1910.14872607,G V,5925.0,1.233,1.026,1.688,6.8,G0V,0.00100,0.1,1.23,139.7,0.00342818,322.91886,0.00846231,322.91886,0.00955652,322.91886,0.01227191,322.91886,0.01316515,322.91886,0.01268577,337.03243
TOI-5678 b,TOI-5678,TIC 209464063,0.249,4.91,20.0,G7 V,5485.0,0.938,0.905,0.740,8.5,G8V,0.00100,0.1,1.23,22.6,0.07482170,11.93744,0.18469414,11.93744,0.20857570,11.93744,0.26784053,11.93744,0.28733589,11.93744,0.28303980,12.73667
Wendelstein-2 b,Wendelstein-2,TIC 209752908,0.0234,12.9934728,232.33373,K6 V,4591.0,0.66,0.73,0.147,nan,K4V,0.00100,0.1,1.23,47.3,0.23032511,267.58286,0.56854757,267.58286,0.64206264,267.58286,0.82449871,267.58286,0.88451166,267.58286,nan,nan
TOI-6130 b,TOI-6130,TIC 210083929,0.036,14.3474953,333.71982735,F,6110.0,1.51,1.31,2.890,0.3,F9V,0.00100,0.1,1.23,53.9,1.25253843,2229.94935,3.09183694,2229.94935,3.49162157,2229.94935,4.48373308,2229.94935,4.81009148,2229.94935,2.46850410,1239.54582
K2-263 b,K2-263,TIC 21276520,0.2573,2.513,15.4,G9 V,5368.0,0.85,0.88,0.550,7.0,G9V,0.00100,0.1,1.23,27.7,0.01177466,8.30769,0.02906523,8.30769,0.03282346,8.30769,0.04214994,8.30769,0.04521792,8.30769,0.04370032,8.69644
TOI-2406 b,TOI-2406,TIC 212957629,0.02267,2.86,15.6,M4 V,3100.0,0.204,0.166,0.003,nan,M4.5V,0.00010,0.6,1.23,26.1,0.00136678,0.67130,0.00820066,1.63171,0.01215304,2.14125,0.02196133,3.01321,0.02518780,3.22142,nan,nan
TOI-1776 b,TOI-1776,TIC 21535395,0.0378,1.21612741,1.4,,5785.0,0.9356,0.9196,0.885,5.1,G2V,0.00100,0.1,1.23,12.0,12.03841661,619.37889,29.71631065,619.37889,33.55872690,619.37889,43.09412424,619.37889,46.23082507,619.37889,43.19084962,626.76332
HAT-P-18 b,HAT-P-18,TIC 21744120,0.0559,11.153,62.61,K2,4803.0,0.749,0.77,0.270,12.4,K3V,0.00100,0.1,1.23,26.5,0.64713649,86.33291,1.59742844,86.33291,1.80398117,86.33291,2.31656549,86.33291,2.48518182,86.33291,2.53227522,95.28317
CoRoT-17 b,CoRoT-17,TIC 218299312,0.0461,11.43,772.29,G2 V,5740.0,1.59,1.04,1.362,10.7,G3V,0.00100,0.1,1.23,91.9,0.03398739,640.92638,0.08389640,640.92638,0.09474448,640.92638,0.12166524,640.92638,0.13052091,640.92638,0.13131208,698.42502
CoRoT-16 b,CoRoT-16,TIC 218299481,0.0618,13.11,170.032,G5 V,5650.0,1.19,1.098,0.367,6.73,G5V,0.00100,0.1,1.23,40.3,0.15876019,96.17519,0.39189266,96.17519,0.44256566,96.17519,0.56831654,96.17519,0.60968271,96.17519,0.58685954,100.27217
TOI-2128 b,TOI-2128,TIC 21832928,0.127,2.08874836,4.5,,5968.0,1.1174,1.0251,1.433,4.7,F9.5V,0.00100,0.1,1.23,16.4,0.84685237,88.84696,2.09041843,88.84696,2.36071638,88.84696,3.03149178,88.84696,3.25214560,88.84696,3.01003046,89.06981
TOI-519 b,TOI-519,TIC 218795833,0.0159,11.54525012,147.154552441,M V,3322.0,0.35,0.335,0.014,5.4,M3.5V,0.00100,0.6,1.23,39.9,0.08394990,55.77322,0.50369941,135.56622,0.74646173,177.90043,1.34890431,250.34447,1.54707981,267.64307,1.37249909,257.18309
TOI-1294 b,TOI-1294,TIC 219015370,0.051,10.12369881,63.9,,5718.0,1.5566,1.1578,2.336,6.2,G3V,0.00100,0.1,1.23,28.1,4.83367435,898.11024,11.93171604,898.11024,13.47452598,898.11024,17.30318610,898.11024,18.56263664,898.11024,17.71573789,928.40250
14 Her b,14 Her,TIC 219483057,2.839,12.5,2828.6728223,K0,5338.0,0.93,0.97,0.704,4.6,G9V,0.00100,0.1,1.23,168.2,0.00000045,0.08728,0.00000111,0.08728,0.00000126,0.08728,0.00000162,0.08728,0.00000173,0.08728,0.00000160,0.08728
HD 145675 c,14 Her,TIC 219483057,20.0,12.6,2510.8444153,K0,5338.0,0.93,0.97,0.704,4.6,G9V,0.00100,0.1,1.23,157.8,0.00000001,0.00176,0.00000003,0.00176,0.00000003,0.00176,0.00000004,0.00176,0.00000005,0.00176,0.00000004,0.00176
HATS-1 b,HATS-1,TIC 219698950,0.0444,14.594,589.55,,5870.0,1.038,0.986,1.100,6.0,G1V,0.00100,0.1,1.23,71.1,0.10569090,557.98697,0.26089342,557.98697,0.29462779,557.98697,0.37834352,557.98697,0.40588208,557.98697,0.38601781,574.80243
TOI-1244 b,TOI-1244,TIC 219850915,0.060694,2.467,6.6,,4599.0,0.721,0.73,0.235,5.9,K4V,0.00100,0.1,1.23,18.3,0.46572534,63.79380,1.14962285,63.79380,1.29827285,63.79380,1.66716489,63.79380,1.78851316,63.79380,1.69792320,65.59813
TOI-1295 b,TOI-1295,TIC 219852584,0.047,15.69257298,451.31633794,F,6280.0,1.7,1.38,3.860,2.0,F7V,0.00100,0.1,1.23,60.0,0.70217676,1747.40786,1.73329296,1747.40786,1.95741342,1747.40786,2.51359407,1747.40786,2.69655156,1747.40786,2.22233253,1559.84580
TOI-1296 b,TOI-1296,TIC 219854185,0.051,14.11645916,95.3,,5567.0,1.7031,1.1576,2.521,7.1,G7V,0.00100,0.1,1.23,29.0,6.35847522,969.23625,15.69562104,969.23625,17.72511622,969.23625,22.76154166,969.23625,24.41829065,969.23625,23.63265923,1016.04760
TOI-1742 b,TOI-1742,TIC 219857012,0.154,2.36507598,9.7,,5815.0,1.131,1.0861,1.322,3.9,G1V,0.00100,0.1,1.23,22.6,0.16600157,55.74277,0.40976769,55.74277,0.46275199,55.74277,0.59423863,55.74277,0.63749160,55.74277,0.57697722,54.64618
HATS-7 b,HATS-7,TIC 220029715,0.04012,6.310667,38.1396,K2,4985.0,0.815,0.849,0.368,7.8,K2V,0.00100,0.1,1.23,27.5,0.83663010,228.62733,2.06518521,228.62733,2.33222041,228.62733,2.99489896,228.62733,3.21288928,228.62733,3.13871377,241.91967
TOI-2796 b,TOI-2796,TIC 220076110,0.0569,17.26183028,139.84449908,,5764.0,1.069,1.063,1.136,4.0,G2V,0.00100,0.1,1.23,31.8,1.95459610,350.87746,4.82483592,350.87746,5.44870299,350.87746,6.99690082,350.87746,7.50618567,350.87746,6.81490116,345.05061
CoRoT-32 b,CoRoT-32,TIC 220323515,0.071,6.38913,47.6745,G0 VI,5970.0,0.79,1.08,0.700,nan,F9.5V,0.00100,0.1,1.23,30.5,0.33749550,138.86196,0.83309305,138.86196,0.94081471,138.86196,1.20813838,138.86196,1.29607540,138.86196,nan,nan
HD 30177 c,HD 30177,TIC 220408612,10.258,12.7,1954.64470305,G8 V,5580.0,1.019,0.98,1.212,2.525,G6V,0.00100,0.1,1.23,138.7,0.00000013,0.01152,0.00000032,0.01152,0.00000036,0.01152,0.00000047,0.01152,0.00000050,0.01152,0.00000043,0.01065
HD 30177 b,HD 30177,TIC 220408612,3.604,12.6,2670.712104021,G8 V,5580.0,1.019,0.98,1.212,2.525,G6V,0.00100,0.1,1.23,162.8,0.00000055,0.09331,0.00000137,0.09331,0.00000155,0.09331,0.00000198,0.09331,0.00000213,0.09331,0.00000182,0.08629
TOI-269 b,TOI-269,TIC 220479565,0.0345,2.77,8.8,M2 V,3514.0,0.398,0.3917,0.023,nan,M2.5V,0.00100,0.6,1.23,19.9,0.11015839,18.95011,0.66095034,46.06144,0.97950111,60.44537,1.77002145,85.05974,2.03006575,90.93730,nan,nan
TOI-3486 b,TOI-3486,TIC 221861843,0.03138,10.5700688,99.162462984,,4930.0,0.788,0.837,0.329,5.8,K3V,0.00100,0.1,1.23,34.2,0.84989400,334.11358,2.09792657,334.11358,2.36919534,334.11358,3.04237997,334.11358,3.26382630,334.11358,3.09281154,342.93168
HD 86226 b,HD 86226,TIC 22221375,2.73,14.3,143.0235,G1 V,5863.0,1.053,1.019,1.180,4.6,G1V,0.00100,0.1,1.23,35.4,0.00047938,0.15833,0.00118333,0.15833,0.00133634,0.15833,0.00171604,0.15833,0.00184095,0.15833,0.00169963,0.15833
HD 86226 c,HD 86226,TIC 22221375,0.049,2.16,7.25,G1 V,5863.0,1.053,1.019,1.180,4.6,G1V,0.00100,0.1,1.23,20.5,1.99574426,491.45962,4.92640838,491.45962,5.56340911,491.45962,7.14419960,491.45962,7.66420591,491.45962,7.07587405,491.45962
TOI-4438 b,TOI-4438,TIC 22233480,0.0534,2.52,5.4,M3.5 V,3422.0,0.372,0.368,0.017,5.1,M3V,0.00100,0.6,1.23,16.4,0.06954139,5.98270,0.41724837,14.54197,0.61834485,19.08309,1.11738888,26.85405,1.28155108,28.70964,1.12245109,27.23619
TOI-251 b,TOI-251,TIC 224225541,0.05741,2.74,317.83,,5875.0,0.881,1.036,0.831,0.18,G1V,0.00100,0.1,1.23,120.4,0.00108747,252.13022,0.00268438,252.13022,0.00303148,252.13022,0.00389285,252.13022,0.00417620,252.13022,0.00168535,110.21014
TOI-333 b,TOI-333,TIC 224245334,0.049,4.26,20.1,,6241.0,1.1,1.2,1.643,1.0,F7V,0.00100,0.1,1.23,24.3,2.77310511,684.22327,6.84529001,684.22327,7.73040841,684.22327,9.92693142,684.22327,10.64948501,684.22327,7.73040841,537.97085
TOI-1279 b,TOI-1279,TIC 224297258,0.085,2.66146528,10.6,,5457.0,0.8426,0.8784,0.571,4.2,G8V,0.00100,0.1,1.23,22.3,0.28085660,79.03185,0.69328238,79.03185,0.78292606,79.03185,1.00538715,79.03185,1.07856648,79.03185,0.98506878,78.18237
HD 139357 b,HD 139357,TIC 224312054,2.949,12.1,6315.568275497,K4 III,4700.0,11.47,2.69,66.520,3.07,K4V,0.00100,0.1,1.23,255.4,0.00000720,7.64893,0.00001776,7.64893,0.00002006,7.64893,0.00002576,7.64893,0.00002763,7.64893,0.00002425,7.26993
WASP-121 b,WASP-121,TIC 22529346,0.02571,19.52604438,371.85923619,F6 V,6628.0,1.461,1.33,4.403,1.11,F4V,0.00100,0.1,1.23,48.8,7.59509701,6660.63824,18.74816844,6660.63824,21.17236800,6660.63824,27.18829769,6660.63824,29.16725787,6660.63824,21.63354298,5351.00019
HD 55696 b,HD 55696,TIC 22598327,3.18,12.9,1357.12729789,G0 V,6012.0,1.52,1.29,2.692,2.64,F9.5V,0.00100,0.1,1.23,114.7,0.00000657,0.26616,0.00001622,0.26616,0.00001832,0.26616,0.00002352,0.26616,0.00002523,0.26616,0.00002168,0.24773
HD 171238 b,HD 171238,TIC 228217280,2.518,12.5,2796.8899816,G8 V,5467.0,1.01,0.92,0.627,7.0,G8V,0.00100,0.1,1.23,167.2,0.00000052,0.09889,0.00000129,0.09889,0.00000146,0.09889,0.00000187,0.09889,0.00000201,0.09889,0.00000194,0.10352
WASP-165 b,WASP-165,TIC 228381868,0.04823,14.12334,209.13214,G6,5599.0,1.75,1.248,2.681,4.77,G6V,0.00100,0.1,1.23,43.0,1.57245405,1152.59167,3.88153481,1152.59167,4.38342997,1152.59167,5.62894046,1152.59167,6.03865530,1152.59167,5.59866349,1157.46181
WASP-25 b,WASP-25,TIC 229047362,0.0473,13.80946422,179.255221548,,5697.0,0.884,0.962,0.719,1.9,G4V,0.00100,0.1,1.23,40.3,0.55820842,321.57162,1.37791334,321.57162,1.55608205,321.57162,1.99822816,321.57162,2.14367360,321.57162,1.75222386,284.70541
HAT-P-59 b,HAT-P-59,TIC 229400092,0.05064,12.58768533,489.45574678,,5678.0,1.1038,1.008,1.132,7.3,G4V,0.00100,0.1,1.23,69.7,0.07784042,441.43077,0.19214572,441.43077,0.21699079,441.43077,0.27864668,441.43077,0.29892859,441.43077,0.29011954,464.04403
TOI-1181 b,TOI-1181,TIC 229510866,0.0364,17.02644168,374.719691853,F9 IV,6054.0,1.961,1.467,4.390,2.7,F9V,0.00100,0.1,1.23,52.4,2.46687813,3313.27309,6.08938195,3313.27309,6.87675897,3313.27309,8.83072550,3313.27309,9.47348932,3313.27309,8.16662374,3093.69062
TOI-1438 b,TOI-1438,TIC 229650439,0.0553,3.04,9.4,K0 V,5230.0,0.82,0.876,0.450,2.2,K0V,0.00100,0.1,1.23,19.7,0.99096106,147.14982,2.44614451,147.14982,2.76243901,147.14982,3.54736013,147.14982,3.80556256,147.14982,3.18321516,133.31958
TOI-1438 c,TOI-1438,TIC 229650439,0.083,2.75,10.6,K0 V,5230.0,0.82,0.876,0.450,2.2,K0V,0.00100,0.1,1.23,21.9,0.25607783,65.32115,0.63211704,65.32115,0.71385184,65.32115,0.91668614,65.32115,0.98340916,65.32115,0.82258613,59.18178
HD 56957 b,HD 56957,TIC 22972926,6.426,12.8,1880.908512626,,5743.0,1.77793,1.03,3.098,nan,G3V,0.00100,0.1,1.23,135.5,0.00000094,0.07502,0.00000233,0.07502,0.00000263,0.07502,0.00000337,0.07502,0.00000362,0.07502,nan,nan
TOI-1347 c,TOI-1347,TIC 229747848,0.0546,1.6,6.4,,5464.0,0.83,0.913,0.550,1.4,G8V,0.00100,0.1,1.23,22.4,0.39075678,184.49080,0.96456621,184.49080,1.08928778,184.49080,1.39879868,184.49080,1.50061333,184.49080,1.16378832,154.97690
TOI-1347 b,TOI-1347,TIC 229747848,0.0171,1.8,11.1,,5464.0,0.83,0.913,0.550,1.4,G8V,0.00100,0.1,1.23,27.8,1.88569368,1880.90898,4.65475328,1880.90898,5.25662812,1880.90898,6.75024967,1880.90898,7.24158147,1880.90898,5.61614892,1580.01076
Qatar-10 b,Qatar-10,TIC 229791084,0.0286,17.295487,233.92288,F7 V,6124.0,1.254,1.156,1.993,3.2,F8V,0.00100,0.1,1.23,41.1,4.87935845,2436.56462,12.04448526,2436.56462,13.60187664,2436.56462,17.46672225,2436.56462,18.73807613,2436.56462,16.53412548,2328.74124
TOI-5720 b,TOI-5720,TIC 230055368,0.018288,1.09,4.3,M3.5 +/- 1.0,3325.0,0.383,0.383,0.016,5.0,M3.5V,0.00100,0.6,1.23,22.2,0.07163281,48.28782,0.42979684,117.37168,0.63694116,154.02415,1.15099361,216.74537,1.32009288,231.72230,1.15099361,218.83829
TOI-1246 e,TOI-1246,TIC 230127302,0.212,3.5141875,14.5,K V,5213.0,0.8649,0.8889,0.500,6.3,K1V,0.00100,0.1,1.23,22.7,0.04863723,11.12496,0.12005891,11.12496,0.13558292,11.12496,0.17410753,11.12496,0.18678033,11.12496,0.17855934,11.51958
TOI-1246 c,TOI-1246,TIC 230127302,0.061,2.45109846,9.1,K V,5213.0,0.8649,0.8889,0.500,6.3,K1V,0.00100,0.1,1.23,21.5,0.50610616,134.37248,1.24930117,134.37248,1.41083990,134.37248,1.81171682,134.37248,1.94358662,134.37248,1.85804113,139.13898
TOI-1246 b,TOI-1246,TIC 230127302,0.049,3.01,8.1,K V,5151.0,0.86,0.87,0.500,6.3,K1V,0.00100,0.1,1.23,18.3,1.83332347,208.24656,4.52547967,208.24656,5.11063901,208.24656,6.56277913,208.24656,7.04046547,208.24656,6.73058474,215.63355
TOI-1246 d,TOI-1246,TIC 230127302,0.132,3.43139739,5.4,K V,5213.0,0.8649,0.8889,0.500,6.3,K1V,0.00100,0.1,1.23,14.0,0.84213065,28.69605,2.07876309,28.69605,2.34755396,28.69605,3.01458940,28.69605,3.23401293,28.69605,3.09167031,29.71397
WASP-97 b,WASP-97,TIC 230982885,0.03303,12.77826,432.2488,G5,5640.0,1.08,1.18,1.179,4.8,G5V,0.00100,0.1,1.23,65.0,0.25559493,1080.61963,0.63092502,1080.61963,0.71250569,1080.61963,0.91495750,1080.61963,0.98155470,1080.61963,0.91069442,1085.97066
WASP-46 b,WASP-46,TIC 231663901,0.02335,13.159366,607.0553,G6 V,5600.0,0.858,0.828,0.774,9.6,G6V,0.00100,0.1,1.23,75.9,0.18598436,1420.02578,0.45909435,1420.02578,0.51845675,1420.02578,0.66577137,1420.02578,0.71423101,1420.02578,0.71158610,1532.39968
WASP-73 b,WASP-73,TIC 231670397,0.05512,15.91678,908.9938,F9,6030.0,2.55,2.52,6.238,4.3,F9V,0.00100,0.1,1.23,84.5,0.21221554,2053.05972,0.52384489,2053.05972,0.59157975,2053.05972,0.75967158,2053.05972,0.81496595,2053.05972,0.74642707,2036.74459
HD 135694 b,HD 135694,TIC 232540264,0.124695,2.857,6.1,,5712.0,1.08,1.02,1.095,9.8,G3V,0.00100,0.1,1.23,16.3,0.93479156,70.42258,2.30749252,70.42258,2.60585886,70.42258,3.34628920,70.42258,3.58985623,70.42258,3.58329276,76.13848
WASP-195 b,WASP-195,TIC 232567319,0.063,10.31226224,33.054154328,,6300.0,1.578,1.3,3.479,0.6,F7V,0.00100,0.1,1.23,20.0,18.63204199,876.43336,45.99238971,876.43336,51.93935625,876.43336,66.69743695,876.43336,71.55215693,876.43336,45.99238971,610.19580
HD 156279 c,HD 156279,TIC 232606278,5.486,12.5,3098.82696825,G6,5453.0,0.95,0.94,0.715,4.1,G8V,0.00100,0.1,1.23,176.0,0.00000010,0.02374,0.00000025,0.02374,0.00000029,0.02374,0.00000037,0.02374,0.00000039,0.02374,0.00000036,0.02342
TOI-4600 b,TOI-4600,TIC 232608943,0.349,6.8,959.84178914,K V,5170.0,0.81,0.89,0.420,2.3,K1V,0.00100,0.1,1.23,132.8,0.00002493,3.44825,0.00006153,3.44825,0.00006949,3.44825,0.00008923,3.44825,0.00009572,3.44825,0.00008061,3.14529
TOI-4600 c,TOI-4600,TIC 232608943,1.152,9.42,2946.26933289,K V,5170.0,0.81,0.89,0.420,2.3,K1V,0.00100,0.1,1.23,197.7,0.00000065,0.31648,0.00000159,0.31648,0.00000180,0.31648,0.00000231,0.31648,0.00000248,0.31648,0.00000209,0.28867
TOI-1248 b,TOI-1248,TIC 232612416,0.051,6.8084859,27.4,,5205.0,0.8686,0.9042,0.501,5.5,K1V,0.00100,0.1,1.23,22.4,1.71507042,192.61923,4.23357716,192.61923,4.78099254,192.61923,6.13946671,192.61923,6.58634133,192.61923,6.20521836,196.56200
TOI-5882 b,TOI-5882,TIC 232941965,0.0804,11.46678726,6995.40323807,,5920.0,2.26,1.334,5.670,4.11,G0V,0.00100,0.1,1.23,276.1,0.00057240,877.13795,0.00141294,877.13795,0.00159564,877.13795,0.00204903,877.13795,0.00219817,877.13795,0.00200236,865.43588
TOI-1249 b,TOI-1249,TIC 232976128,0.109,3.2710301,11.9,,5497.0,0.9785,1.0062,0.792,4.0,G8V,0.00100,0.1,1.23,21.3,0.34895427,66.66180,0.86137851,66.66180,0.97275757,66.66180,1.24915751,66.66180,1.34008019,66.66180,1.21666509,65.55478
TOI-1439 b,TOI-1439,TIC 232982558,0.192,4.2427861,38.5,,5841.0,1.6184,1.2313,2.760,4.6,G1V,0.00100,0.1,1.23,33.7,0.08170927,74.86995,0.20169579,74.86995,0.22777571,74.86995,0.29249604,74.86995,0.31378601,74.86995,0.28969868,74.86995
BD+63 1405 b,BD+63 1405,TIC 233075841,2.06,12.4,3305.4154328,K0,5000.0,0.804724,0.816,0.386,nan,K2V,0.00100,0.1,1.23,182.5,0.00000034,0.09106,0.00000083,0.09106,0.00000094,0.09106,0.00000120,0.09106,0.00000129,0.09106,nan,nan
TOI-1184 b,TOI-1184,TIC 233087860,0.056027,2.39,6.8,,4534.0,0.69,0.71,0.199,5.3,K4V,0.00100,0.1,1.23,18.9,0.39642675,63.39504,0.97856228,63.39504,1.10509358,63.39504,1.41909555,63.39504,1.52238755,63.39504,1.42842659,64.42806
TOI-1749 b,TOI-1749,TIC 233602827,0.0291,1.39,57.0,M0 V,3985.0,0.55,0.58,0.070,0.8,K8V,0.00100,0.1,1.23,71.6,0.00144195,82.36146,0.00355939,82.36146,0.00401964,82.36146,0.00516178,82.36146,0.00553749,82.36146,0.00382522,61.62471
TOI-1749 d,TOI-1749,TIC 233602827,0.0707,2.52,15.0,M0 V,3985.0,0.55,0.58,0.070,0.8,K8V,0.00100,0.1,1.23,27.3,0.02101949,13.95311,0.05188569,13.95311,0.05859468,13.95311,0.07524381,13.95311,0.08072060,13.95311,0.05576069,10.44004
TOI-1749 c,TOI-1749,TIC 233602827,0.0443,2.12,14.0,M0 V,3985.0,0.55,0.58,0.070,0.8,K8V,0.00100,0.1,1.23,28.7,0.03659198,35.53878,0.09032571,35.53878,0.10200512,35.53878,0.13098892,35.53878,0.14052324,35.53878,0.09707154,26.59092
TrES-5 b,TrES-5,TIC 233948455,0.02459,13.383546,568.9157,,5171.0,0.868,0.901,0.453,7.4,K1V,0.00100,0.1,1.23,72.9,0.11754726,749.31244,0.29016032,749.31244,0.32767900,749.31244,0.42078591,749.31244,0.45141374,749.31244,0.43870637,788.76781
CoRoT-5 b,CoRoT-5,TIC 234112540,0.04947,15.558,148.42,F9 V,6100.0,1.186,1.0,1.514,6.9,F9V,0.00100,0.1,1.23,34.5,2.23936267,618.46650,5.52776989,618.46650,6.24252863,618.46650,8.01628456,618.46650,8.59976751,618.46650,8.29899576,646.46063
TOI-1203.01,TOI-1203,TIC 23434737,0.1632,2.918,7.39,G3 V,5737.0,1.179,0.886,1.348,12.5,G3V,0.00100,0.1,1.23,17.8,0.48778505,50.62088,1.20407630,50.62088,1.35976730,50.62088,1.74613242,50.62088,1.87322852,50.62088,1.91001734,55.90663
TOI-1203 b,TOI-1203,TIC 23434737,0.04869,1.52,3.51,G3 V,5737.0,1.179,0.886,1.348,12.5,G3V,0.00100,0.1,1.23,17.0,3.43351375,568.70946,8.47548016,568.70946,9.57138749,568.70946,12.29100743,568.70946,13.18563550,568.70946,13.44459160,628.09317
HATS-71 b,HATS-71,TIC 234523599,0.03745,11.478016,117.5971,M3 V,3405.0,0.4783,0.4861,0.028,3.2,M3V,0.00100,0.6,1.23,35.8,0.04549414,19.64339,0.27296481,47.74656,0.40452258,62.65671,0.73099830,88.17158,0.83839358,94.26416,0.65221890,79.42900
CoRoT-20 b,CoRoT-20,TIC 234825296,0.09,9.41556,1366.669,G2 V,5880.0,1.02,1.14,1.479,0.1,G1V,0.00100,0.1,1.23,134.7,0.00172846,182.60597,0.00426662,182.60597,0.00481831,182.60597,0.00618739,182.60597,0.00663775,182.60597,0.00172846,51.50386
L 168-9 b,L 168-9,TIC 234994474,0.0208,1.63,4.07,M0.5 V,3842.0,0.604,0.614,0.072,nan,M0V,0.00100,0.6,1.23,17.7,0.92537792,167.11419,5.55226753,406.19920,8.22823119,533.04586,14.86894246,750.11109,17.05342663,801.94314,nan,nan
TOI-2095 b,TOI-2095,TIC 235678745,0.101,1.25,4.1,M2.5 V,3759.0,0.44,0.44,0.035,1.0,M0.5V,0.00100,0.6,1.23,20.2,0.00838555,3.40751,0.05031328,8.28253,0.07456220,10.86897,0.13473869,15.29500,0.15453395,16.35187,0.07456220,8.54573
TOI-2095 c,TOI-2095,TIC 235678745,0.137,1.33,7.4,M2.5 V,3759.0,0.44,0.44,0.035,1.0,M0.5V,0.00100,0.6,1.23,26.4,0.00168524,1.85199,0.01011145,4.50158,0.01498475,5.90731,0.02707841,8.31287,0.03105666,8.88729,0.01498475,4.64463
XO-1 b,XO-1,TIC 236312126,0.0488,12.77826,263.7989,G1 V,5750.0,0.88,0.88,0.820,0.9,G2V,0.00100,0.1,1.23,50.8,0.21861571,344.25508,0.53964342,344.25508,0.60942108,344.25508,0.78258236,344.25508,0.83954435,344.25508,0.59569230,264.57315
Qatar-1 b,Qatar-1,TIC 236887394,0.02332,12.811887,411.27202,,5013.0,0.803,0.838,0.365,1.19,K2V,0.00100,0.1,1.23,63.3,0.17674441,671.17057,0.43628593,671.17057,0.49269913,671.17057,0.63269496,671.17057,0.67874706,671.17057,0.51044590,546.71594
TOI-1298 b,TOI-1298,TIC 237104103,0.057,9.65807033,99.0,,5752.0,1.4536,1.2187,2.092,4.3,G2V,0.00100,0.1,1.23,35.8,1.25355328,643.88794,3.09434206,643.88794,3.49445061,643.88794,4.48736596,643.88794,4.81398879,643.88794,4.40913091,638.77113
HIP 97166 b,HIP 97166,TIC 237222864,0.091,2.4801338,19.1,K0 V,5216.0,0.8418,0.9342,0.473,1.2,K1V,0.00100,0.1,1.23,31.0,0.05059034,57.11856,0.12488007,57.11856,0.14102748,57.11856,0.18109911,57.11856,0.19428081,57.11856,0.14634650,46.60330
TOI-1443 b,TOI-1443,TIC 237232044,0.147,2.30381001,30.0,,5224.0,0.7511,0.7663,0.380,7.4,K0V,0.00100,0.1,1.23,40.3,0.00506028,17.58512,0.01249108,17.58512,0.01410622,17.58512,0.01811437,17.58512,0.01943287,17.58512,0.01888583,18.51107
WASP-164 b,WASP-164,TIC 237320326,0.02818,12.643752,676.9779,G2 V,5806.0,0.932,0.946,0.856,4.08,G2V,0.00100,0.1,1.23,81.8,0.10074158,1078.44505,0.24867623,1078.44505,0.28083088,1078.44505,0.36062634,1078.44505,0.38687532,1078.44505,0.35209798,1063.10851
HD 25912 c,HD 25912,TIC 237356930,17.848,12.2,5252.750082489,,5920.58,0.995896,1.08,1.098,nan,G0V,0.00100,0.1,1.23,232.0,0.00000000,0.00345,0.00000001,0.00345,0.00000001,0.00345,0.00000002,0.00345,0.00000002,0.00345,nan,nan
TOI-3919 b,TOI-3919,TIC 23769326,0.0795,12.31866979,1233.17421916,,6100.0,1.319,1.208,2.168,3.1,F9V,0.00100,0.1,1.23,111.9,0.00893100,343.02498,0.02204579,343.02498,0.02489638,343.02498,0.03197045,343.02498,0.03429749,343.02498,0.03013522,326.45612
TIC 237913194 b,TIC 237913194,TIC 237913194,0.1207,12.520453,617.22586,G3,5788.0,1.088,1.026,1.196,5.7,G2V,0.00100,0.1,1.23,78.5,0.00895817,82.09476,0.02211285,82.09476,0.02497211,82.09476,0.03206770,82.09476,0.03440182,82.09476,0.03253792,84.10287
TOI-2416 b,TOI-2416,TIC 237922465,0.0831,9.86390302,953.485221,,5808.0,1.236,1.118,1.574,4.9,G2V,0.00100,0.1,1.23,109.9,0.00509622,227.92814,0.01257980,227.92814,0.01420641,227.92814,0.01824303,227.92814,0.01957089,227.92814,0.01820106,229.59965
TOI-4940 b,TOI-4940,TIC 237929468,0.165,6.61,89.0,G8 V,5504.0,1.163,1.012,1.116,9.8,G8V,0.00100,0.1,1.23,41.0,0.03165543,40.99134,0.07814007,40.99134,0.08824384,40.99134,0.11331750,40.99134,0.12156556,40.99134,0.12134330,44.31844
