pl_name,hostname,pl_orbsmax,pl_rade,pl_masse,st_spectype,st_teff,st_lum,st_age,SpT_PM,Lxuv/Lbol,t_sat,gamma,v_esc,"Loss/0.01protoatm., t=0.1 Gyr",insol_0.1_Gyr,"Loss/0.01protoatm., t=0.6 Gyr",insol_0.6_Gyr,"Loss/0.01protoatm., t=1.0 Gyr",insol_1.0_Gyr,"Loss/0.01protoatm., t=5.0 Gyr",insol_5.0_Gyr,"Loss/0.01protoatm., t=10.0 Gyr",insol_10.0_Gyr,"Loss/0.01protoatm., star_age",insol_star_age
CoRoT-17 b,CoRoT-17,0.0461,11.43,772.29,G2 V,5740.0,1.36210,10.7,G3V,0.00100,0.1,1.23,91.9,0.02360235,640.92638,0.05826139,640.92638,0.06579478,640.92638,0.08448975,640.92638,0.09063952,640.92638,0.09118894,698.42502
CoRoT-18 b,CoRoT-18,0.0295,14.68,1102.82,G9 V,5440.0,0.67608,0.6,G8V,0.00100,0.1,1.23,96.9,0.02972311,776.88363,0.07337020,776.88363,0.08285721,776.88363,0.10640031,776.88363,0.11414489,776.88363,0.07337020,540.88668
CoRoT-19 b,CoRoT-19,0.0518,14.46,352.78,F9 V,6090.0,3.49945,5.0,F9V,0.00100,0.1,1.23,55.2,0.46602237,1304.18884,1.15035606,1304.18884,1.29910087,1304.18884,1.66822819,1304.18884,1.78965385,1304.18884,1.66822819,1316.78226
CoRoT-20 b,CoRoT-20,0.09,9.41556,1366.669,G2 V,5880.0,1.47911,0.1,G1V,0.00100,0.1,1.23,134.7,0.00120032,182.60597,0.00296293,182.60597,0.00334605,182.60597,0.00429680,182.60597,0.00460955,182.60597,0.00120032,51.50386
CoRoT-21 b,CoRoT-21,0.0417,14.5717,718.2958,F8 IV,6200.0,5.06991,4.1,F8V,0.00100,0.1,1.23,78.5,0.25717054,2915.59965,0.63481435,2915.59965,0.71689793,2915.59965,0.92059775,2915.59965,0.98760548,2915.59965,0.89936235,2875.84961
CoRoT-22 b,CoRoT-22,0.092,4.88,12.2,G3 V,5939.0,1.03162,3.3,G0V,0.00100,0.1,1.23,17.7,1.39975964,121.88334,3.45524612,121.88334,3.90202075,121.88334,5.01074333,121.88334,5.37546133,121.88334,4.76254707,116.96474
CoRoT-23 b,CoRoT-23,0.048,11.77,889.9,G0 V,5900.0,1.22118,7.2,G0V,0.00100,0.1,1.23,97.2,0.01605143,530.02643,0.03962227,530.02643,0.04474556,530.02643,0.05745959,530.02643,0.06164191,530.02643,0.05974274,556.40833
CoRoT-24 b,CoRoT-24,0.056,3.7,5.7,K1 V,4950.0,0.25033,11.0,K3V,0.00100,0.1,1.23,13.9,1.83049574,79.82592,4.51849956,79.82592,5.10275635,79.82592,6.55265668,79.82592,7.02960624,79.82592,7.08944141,87.19911
CoRoT-24 c,CoRoT-24,0.098,5.0,28.0,K1 V,4950.0,0.25033,11.0,K3V,0.00100,0.1,1.23,26.5,0.06112672,26.06561,0.15088867,26.06561,0.17039907,26.06561,0.21881637,26.06561,0.23474340,26.06561,0.23674151,28.47318
CoRoT-25 b,CoRoT-25,0.0578,12.11,85.81,F9,6040.0,1.38360,4.5,F9V,0.00100,0.1,1.23,29.8,1.46919779,414.14681,3.62665118,414.14681,4.09558905,414.14681,5.25931225,414.14681,5.64212288,414.14681,5.19559342,413.07985
CoRoT-26 b,CoRoT-26,0.0526,14.12,165.26,G5,5590.0,2.82488,8.6,G6V,0.00100,0.1,1.23,38.2,1.54798384,1021.00651,3.82113114,1021.00651,4.31521590,1021.00651,5.54134401,1021.00651,5.94468295,1021.00651,5.86230933,1090.57520
CoRoT-27 b,CoRoT-27,0.0476,11.287,3302.11,G2,5900.0,0.68169,4.21,G0V,0.00100,0.1,1.23,191.2,0.00058358,300.86807,0.00144053,300.86807,0.00162680,300.86807,0.00208904,300.86807,0.00224109,300.86807,0.00204741,297.71958
CoRoT-28 b,CoRoT-28,0.0603,10.704595,153.82972,G8/9 IV,5150.0,2.44619,12.0,K1V,0.00100,0.1,1.23,42.4,0.51292624,672.75259,1.26613623,672.75259,1.42985179,672.75259,1.83613076,672.75259,1.96977758,672.75259,2.00153308,740.43686
CoRoT-29 b,CoRoT-29,0.0386,10.0881,270.1555,K0 V,5260.0,0.80512,4.5,K0V,0.00100,0.1,1.23,57.9,0.11180345,540.36273,0.27598199,540.36273,0.31166736,540.36273,0.40022472,540.36273,0.42935596,540.36273,0.39537582,538.97060
CoRoT-3 b,CoRoT-3,0.05783,11.32,6883.91,F3 V,6740.0,2.45957,2.2,F3V,0.00100,0.1,1.23,275.7,0.00033112,735.45078,0.00081737,735.45078,0.00092306,735.45078,0.00118533,735.45078,0.00127161,735.45078,0.00106366,666.32762
CoRoT-30 b,CoRoT-30,0.0844,11.309881,921.707,G3 V,5650.0,0.63602,3.0,G5V,0.00100,0.1,1.23,100.9,0.00223637,89.28636,0.00552037,89.28636,0.00623417,89.28636,0.00800556,89.28636,0.00858826,89.28636,0.00751259,84.59738
CoRoT-31 b,CoRoT-31,0.0586,16.36514,266.9772,G2 IV,5700.0,2.49908,4.7,G3V,0.00100,0.1,1.23,45.2,0.65821066,727.75428,1.62476454,727.75428,1.83485192,727.75428,2.35620787,727.75428,2.52770965,727.75428,2.33952719,729.57971
CoRoT-35 b,CoRoT-35,0.0429,18.83108758,349.6112477,F6 V,6390.0,2.30393,6.1,F6V,0.00100,0.1,1.23,48.2,1.00595870,1251.85900,2.48316553,1251.85900,2.80424696,1251.85900,3.60104742,1251.85900,3.86315759,1251.85900,3.68056277,1291.85655
CoRoT-36 b,CoRoT-36,0.066,15.80466279,216.12331676,F3 V,6730.0,6.49486,2.1,F3V,0.00100,0.1,1.23,41.3,1.85354827,1491.01540,4.57540372,1491.01540,5.16701840,1491.01540,6.63517819,1491.01540,7.11813427,1491.01540,5.91148073,1341.21778
CoRoT-4 b,CoRoT-4,0.09,13.34,228.83,,6190.0,1.53045,1.0,F8V,0.00100,0.1,1.23,46.3,0.12599284,188.94482,0.31100788,188.94482,0.35122221,188.94482,0.45101871,188.94482,0.48384710,188.94482,0.35122221,148.55795
CoRoT-5 b,CoRoT-5,0.04947,15.558,148.42,F9 V,6100.0,1.51356,6.9,F9V,0.00100,0.1,1.23,34.5,1.55511297,618.46650,3.83872909,618.46650,4.33508933,618.46650,5.56686428,618.46650,5.97206077,618.46650,5.76319150,646.46063
CoRoT-6 b,CoRoT-6,0.0855,13.068,940.74,F9 V,6090.0,1.06104,2.5,F9V,0.00100,0.1,1.23,94.9,0.00538338,145.14356,0.01328865,145.14356,0.01500691,145.14356,0.01927099,145.14356,0.02067367,145.14356,0.01762587,134.03492
CoRoT-7 b,CoRoT-7,0.017016,1.68135,4.0766051771,G9 V,5275.0,0.51359,1.8,K0V,0.00100,0.1,1.23,17.4,7.46193470,1773.80162,18.41946302,1773.80162,20.80115988,1773.80162,26.71161428,1773.80162,28.65587800,1773.80162,23.21687385,1556.61832
CoRoT-7 c,CoRoT-7,0.046,2.83,8.4,G9 V,5256.0,0.51359,1.8,K0V,0.00100,0.1,1.23,19.3,1.14676489,242.71931,2.83073952,242.71931,3.19676341,242.71931,4.10509374,242.71931,4.40389203,242.71931,3.56801511,213.00090
CoRoT-8 b,CoRoT-8,0.063,6.39,69.92,K1 V,5080.0,0.39811,3.0,K2V,0.00100,0.1,1.23,37.0,0.07873865,100.30415,0.19436295,100.30415,0.21949471,100.30415,0.28186207,100.30415,0.30237803,100.30415,0.26450566,95.03656
DH Tau b,DH Tau,330.0,30.2643,3496.0,M0.5,4371.0,0.61443,0.001,K5V,0.00100,0.1,1.23,120.2,0.00000000,0.00001,0.00000000,0.00001,0.00000000,0.00001,0.00000000,0.00001,0.00000000,0.00001,0.00000000,0.00000
EPIC 201595106 b,EPIC 201595106,0.0177,1.565,7.67,,5679.0,0.89300,6.0,G4V,0.00100,0.1,1.23,24.8,2.73165018,2850.38463,6.74296030,2850.38463,7.61484714,2850.38463,9.77853450,2850.38463,10.49028669,2850.38463,9.97688165,2936.28361
EPIC 211945201 b,EPIC 211945201,0.1493,5.76,11.0,G0,6069.0,2.36233,3.99,F9V,0.00100,0.1,1.23,15.4,2.46190778,105.97914,6.07711286,105.97914,6.86290345,105.97914,8.81293307,105.97914,9.45440183,105.97914,8.58105694,104.18716
EPIC 220674823 b,EPIC 220674823,0.0132,1.606,7.54,G5 V,5578.0,0.75999,7.5,G6V,0.00100,0.1,1.23,24.2,4.67439475,4361.76374,11.53854123,4361.76374,13.03051238,4361.76374,16.73301020,4361.76374,17.95095924,4361.76374,17.46891671,4597.56122
EPIC 220674823 c,EPIC 220674823,0.1078,2.712,7.9,G5 V,5578.0,0.75999,7.5,G6V,0.00100,0.1,1.23,19.1,0.30743738,65.39921,0.75889587,65.39921,0.85702359,65.39921,1.10053880,65.39921,1.18064394,65.39921,1.14893975,68.93470
EPIC 229004835 b,EPIC 229004835,0.1237,2.332,10.4,,5868.0,1.07125,4.9,G1V,0.00100,0.1,1.23,23.6,0.12073658,70.00847,0.29803303,70.00847,0.33656968,70.00847,0.43220279,70.00847,0.46366162,70.00847,0.43120854,70.52188
EPIC 249893012 b,EPIC 249893012,0.047,1.95,8.75,G8 IV/V,5430.0,2.26819,9.0,G8V,0.00100,0.1,1.23,23.7,1.46265308,1026.79627,3.61049585,1026.79627,4.07734478,1026.79627,5.23588404,1026.79627,5.61698940,1026.79627,5.56290252,1101.46119
EPIC 249893012 c,EPIC 249893012,0.13,3.67,14.67,G8 IV/V,5430.0,2.26819,9.0,G8V,0.00100,0.1,1.23,22.4,0.45341990,134.21260,1.11924741,134.21260,1.26396976,134.21260,1.62311491,134.21260,1.74125691,134.21260,1.72449007,143.97206
EPIC 249893012 d,EPIC 249893012,0.22,3.94,10.18,G8 IV/V,5430.0,2.26819,9.0,G8V,0.00100,0.1,1.23,18.0,0.40681510,46.86349,1.00420548,46.86349,1.13405253,46.86349,1.45628292,46.86349,1.56228168,46.86349,1.54723822,50.27123
FU Tau b,FU Tau,800.0,12.2,5085.28,M7.25,2838.0,0.20000,0.001,M6V,0.00010,0.6,1.23,228.3,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000
G 9-40 b,G 9-40,0.0418,1.9,4.0,M2.5 V,3395.0,0.01096,9.9,M3V,0.00100,0.6,1.23,16.2,0.03955192,6.27274,0.23731152,15.24696,0.35168587,20.00823,0.63551897,28.15592,0.72888682,30.10147,0.72763663,32.54837
GJ 1061 b,GJ 1061,0.021,1.04,1.11,M5.5 V,2953.0,0.00170,7.0,M5.5V,0.00010,0.6,1.23,11.6,0.00517648,0.38549,0.03105890,0.93699,0.04602800,1.22960,0.08317556,1.73031,0.09539537,1.84987,0.08935075,1.87672
GJ 1061 c,GJ 1061,0.0342,1.19,1.81,M5.5 V,2953.0,0.00170,7.0,M5.5V,0.00010,0.6,1.23,13.8,0.00109964,0.14534,0.00659784,0.35328,0.00977773,0.46361,0.01766899,0.65239,0.02026485,0.69747,0.01898079,0.70760
GJ 1061 d,GJ 1061,0.054,1.16,1.67,M5.5 V,2953.0,0.00170,7.0,M5.5V,0.00010,0.6,1.23,13.4,0.00047992,0.05830,0.00287955,0.14171,0.00426737,0.18596,0.00771141,0.26168,0.00884434,0.27976,0.00828393,0.28383
GJ 1132 b,GJ 1132,0.0157,1.19151465,1.83704819246,M4.5 V,3229.0,0.00477,5.0,M4V,0.00100,0.6,1.23,13.9,0.14267473,19.35177,0.85604840,47.03774,1.26862838,61.72654,2.29249301,86.86263,2.62929669,92.86476,2.29249301,87.70138
GJ 1214 b,GJ 1214,0.01505,2.733,8.41,M4 V,3101.0,0.00390,3.0,M4.5V,0.00010,0.6,1.23,19.6,0.00730943,1.72182,0.04385655,4.18517,0.06499360,5.49210,0.11744761,7.72857,0.13470253,8.26261,0.10285001,6.83334
GJ 1252 b,GJ 1252,0.00915,1.193,1.32,M3,3458.0,0.01960,3.9,M2.5V,0.00100,0.6,1.23,11.8,3.35552591,234.10884,20.13315547,569.04098,29.83650500,746.73938,53.91648164,1050.82421,61.83767045,1123.43528,50.75529161,998.76505
GJ 143 b,GJ 143,0.1915,2.61,22.7,K4.5,4640.0,0.20597,3.8,K4V,0.00100,0.1,1.23,33.0,0.00285037,5.61646,0.00703602,5.61646,0.00794580,5.61646,0.01020353,5.61646,0.01094621,5.61646,0.00987516,5.48820
GJ 317 b,GJ 317,1.138,13.3,794.5,M3.5 V,3496.0,0.02058,5.0,M2.5V,0.00100,0.6,1.23,86.4,0.00000087,0.01589,0.00000523,0.03862,0.00000774,0.05068,0.00001400,0.07132,0.00001605,0.07625,0.00001400,0.07201
GJ 3470 b,GJ 3470,0.0355,4.57,13.9,M1.5,3600.0,0.02900,1.65,M1.5V,0.00100,0.6,1.23,19.5,0.16719820,23.01141,1.00318923,55.93312,1.48668501,73.39974,2.68653534,103.28935,3.08123011,110.42656,1.90860482,74.08879
GJ 3634 b,GJ 3634,0.0287,2.83,8.4,M2.5,3517.0,0.02000,5.0,M2V,0.00100,0.6,1.23,19.3,0.11471131,24.27930,0.68826789,59.01494,1.01998459,77.44394,1.84317769,108.98042,2.11396981,116.51087,1.84317769,110.03275
GJ 3929 b,GJ 3929,0.0252,1.09,1.75,M3.5 V,3384.0,0.01090,7.1,M3V,0.00100,0.6,1.23,14.2,0.10675830,17.16441,0.64054977,41.72099,0.94926831,54.74950,1.71538883,77.04442,1.96740674,82.36812,1.84789969,83.79739
GJ 436 b,GJ 436,0.0291,4.17,22.1,M2.5 V,3586.11,0.02600,6.0,M2V,0.00100,0.6,1.23,25.7,0.06705126,30.70535,0.40230757,74.63452,0.59620321,97.94117,1.07737750,137.82445,1.23566140,147.34801,1.12148718,144.85256
GJ 486 b,GJ 486,0.01714,1.289,2.77,M3.5 V,3317.0,0.01151,4.0,M3.5V,0.00100,0.6,1.23,16.4,0.16085216,39.17945,0.96511296,95.23226,1.43025755,124.97110,2.58456728,175.86144,2.96428133,188.01332,2.44887146,168.23729
GJ 504 b,GJ 504,43.5,12.10569916,1271.3,G0 V,6234.0,2.14783,0.16,F7V,0.00100,0.1,1.23,114.6,0.00000002,0.00114,0.00000005,0.00114,0.00000005,0.00114,0.00000007,0.00114,0.00000007,0.00114,0.00000003,0.00046
GJ 581 b,GJ 581,0.0399,4.79,20.5,M3.0 V,3500.0,0.01236,4.3,M2.5V,0.00100,0.6,1.23,23.1,0.02987530,7.76684,0.17925183,18.87861,0.26564381,24.77396,0.48003543,34.86233,0.55056027,37.27129,0.46314281,33.96031
GJ 581 c,GJ 581,0.0718,2.5,6.81,M3.0 V,3500.0,0.01236,4.3,M2.5V,0.00100,0.6,1.23,18.5,0.01188601,2.39851,0.07131608,5.82998,0.10568749,7.65054,0.19098408,10.76598,0.21904268,11.50989,0.18426329,10.48742
GJ 581 e,GJ 581,0.02799,1.38,2.48,M3.0 V,3500.0,0.01236,4.3,M2.5V,0.00100,0.6,1.23,15.0,0.09919446,15.78281,0.59516676,38.36277,0.88201256,50.34258,1.59385337,70.84292,1.82801578,75.73811,1.53776510,69.00993
GJ 806 b,GJ 806,0.01406,1.331,1.9,M1.5 V,3600.0,0.02598,5.0,M1.5V,0.00100,0.6,1.23,13.4,1.26283218,131.44660,7.57699307,319.50311,11.22879083,419.27658,20.29114652,590.01305,23.27223872,630.78246,20.29114652,595.71029
GJ 832 b,GJ 832,3.7,13.8,314.65012293,M2/3 V,3472.0,0.02600,8.1,M2.5V,0.00100,0.6,1.23,53.4,0.00000074,0.00190,0.00000445,0.00462,0.00000659,0.00606,0.00001192,0.00853,0.00001367,0.00911,0.00001316,0.00951
GJ 876 b,GJ 876,0.208317,13.3,723.2235,M2.5V,3293.74,0.01240,1.0,M3.5V,0.00100,0.6,1.23,82.4,0.00001890,0.28574,0.00011342,0.69454,0.00016809,0.91143,0.00030375,1.28258,0.00034837,1.37120,0.00016809,0.71661
GJ 876 c,GJ 876,0.12959,14.0,226.9846,M2.5V,3293.74,0.01240,1.0,M3.5V,0.00100,0.6,1.23,45.0,0.00057841,0.73838,0.00347047,1.79474,0.00514310,2.35520,0.00929391,3.31428,0.01065934,3.54329,0.00514310,1.85178
GJ 876 d,GJ 876,0.02080665,2.51,6.83,M2.5V,3293.74,0.01240,1.0,M3.5V,0.00100,0.6,1.23,18.4,0.14281202,28.64281,0.85687210,69.62118,1.26984906,91.36228,2.29469885,128.56653,2.63182661,137.45037,1.26984906,71.83363
GJ 876 e,GJ 876,0.3343,3.92,14.6,M2.5V,3293.74,0.01240,1.0,M3.5V,0.00100,0.6,1.23,21.6,0.00046118,0.11096,0.00276707,0.26970,0.00410068,0.35391,0.00741020,0.49803,0.00849888,0.53245,0.00410068,0.27827
GJ 9827 b,GJ 9827,0.0189,1.44,4.28,K7 V,4236.0,0.09900,5.465,K6V,0.00100,0.1,1.23,19.3,0.66448571,277.15096,1.64025423,277.15096,1.85234448,277.15096,2.37867078,277.15096,2.55180757,277.15096,2.40245662,282.62534
GJ 9827 c,GJ 9827,0.0395,1.13,1.86,K7 V,4236.0,0.09900,5.465,K6V,0.00100,0.1,1.23,14.3,0.38924637,63.45207,0.96083782,63.45207,1.08507729,63.45207,1.39339182,63.45207,1.49481292,63.45207,1.40732524,64.70540
GJ 9827 d,GJ 9827,0.053,1.98,3.02,K7 V,4236.0,0.09900,5.465,K6V,0.00100,0.1,1.23,13.8,0.44120382,35.24425,1.08909254,35.24425,1.22991577,35.24425,1.57938480,35.24425,1.69434380,35.24425,1.59517807,35.94040
GPX-1 b,GPX-1,0.0338,16.47720163,6261.2196179,F2,7000.0,5.33003,0.27,F1V,0.00100,0.1,1.23,217.9,0.00783066,4665.48287,0.01932965,4665.48287,0.02182903,4665.48287,0.02803155,4665.48287,0.03007189,4665.48287,0.01478402,2484.36632
GQ Lup b,GQ Lup,100.0,33.6,6356.0,K7e V,4360.0,0.84647,0.001,K6V,0.00100,0.1,1.23,153.8,0.00000000,0.00008,0.00000000,0.00008,0.00000000,0.00008,0.00000000,0.00008,0.00000000,0.00008,0.00000000,0.00000
GSC 06214-00210 b,GSC 06214-00210,320.0,20.1762,5000.0,K7,4200.0,0.38019,0.005,K6V,0.00100,0.1,1.23,176.0,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000
GU Psc b,GU Psc,2000.0,14.179,3591.3,M3,4031.81,0.02501,0.1,K8V,0.00100,0.1,1.23,177.9,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000
Gliese 12 b,Gliese 12,0.067,0.93,0.95,M3.0 V,3328.0,0.00728,7.0,M3.5V,0.00100,0.6,1.23,11.3,0.02125942,1.62174,0.12755650,3.94190,0.18903347,5.17287,0.34159562,7.27935,0.39178145,7.78235,0.36695667,7.89530
HAT-P-11 b,HAT-P-11,0.05258,4.36,25.0,K4,4653.0,0.27101,2.69,K4V,0.00100,0.1,1.23,26.8,0.19119987,98.02545,0.47196862,98.02545,0.53299571,98.02545,0.68444144,98.02545,0.73426002,98.02545,0.63263644,91.48086
HAT-P-11 c,HAT-P-11,4.1,13.2,851.78013076,K4,4653.0,0.27101,2.69,K4V,0.00100,0.1,1.23,89.8,0.00000075,0.01612,0.00000186,0.01612,0.00000210,0.01612,0.00000269,0.01612,0.00000289,0.01612,0.00000249,0.01505
HAT-P-12 b,HAT-P-12,0.0384,10.749,67.059,K4,4650.0,0.20989,2.5,K4V,0.00100,0.1,1.23,27.9,0.57822506,142.34347,1.42732355,142.34347,1.61188116,142.34347,2.06988206,142.34347,2.22054299,142.34347,1.89318166,131.44913
HAT-P-13 b,HAT-P-13,0.04383,14.258,270.462,G4,5653.0,2.21820,5.0,G5V,0.00100,0.1,1.23,48.7,0.67296069,1154.66781,1.66117435,1154.66781,1.87596963,1154.66781,2.40900880,1154.66781,2.58435382,1154.66781,2.40900880,1165.81743
HAT-P-15 b,HAT-P-15,0.0965,11.88154,616.5902,G5,5568.0,1.07199,6.8,G7V,0.00100,0.1,1.23,80.5,0.00747016,115.11592,0.01843976,115.11592,0.02082408,115.11592,0.02674104,115.11592,0.02868745,115.11592,0.02764287,120.14720
HAT-P-17 b,HAT-P-17,0.0892,11.76945,184.3414,K,5246.0,0.51413,7.0,K0V,0.00100,0.1,1.23,44.2,0.04559659,64.61603,0.11255321,64.61603,0.12710670,64.61603,0.16322288,64.61603,0.17510342,64.61603,0.16922662,67.63966
HAT-P-18 b,HAT-P-18,0.0559,11.153,62.61,K2,4803.0,0.26977,12.4,K3V,0.00100,0.1,1.23,26.5,0.44940034,86.33291,1.10932531,86.33291,1.25276470,86.33291,1.60872604,86.33291,1.72582071,86.33291,1.75852446,95.28317
HAT-P-19 b,HAT-P-19,0.04599,11.29865255,88.038468739,K1,4962.0,0.32700,7.2,K3V,0.00100,0.1,1.23,31.2,0.42318230,154.60487,1.04460721,154.60487,1.17967834,154.60487,1.51487287,154.60487,1.62513623,154.60487,1.57506615,162.30028
HAT-P-2 b,HAT-P-2,0.06814,10.659759,2866.81223114,F8,6380.0,3.38844,1.44,F6V,0.00100,0.1,1.23,183.3,0.00158201,729.78636,0.00390512,729.78636,0.00441006,729.78636,0.00566314,729.78636,0.00607535,729.78636,0.00473589,616.18882
HAT-P-20 b,HAT-P-20,0.0361,9.718,2302.899,K3,4595.0,0.19011,6.7,K4V,0.00100,0.1,1.23,172.1,0.00037131,145.87659,0.00091656,145.87659,0.00103508,145.87659,0.00132918,145.87659,0.00142593,145.87659,0.00137192,152.02095
HAT-P-21 b,HAT-P-21,0.05037,12.44199,1547.8321,G3,5588.0,1.51999,10.2,G6V,0.00100,0.1,1.23,124.7,0.00708414,599.09556,0.01748690,599.09556,0.01974801,599.09556,0.02535922,599.09556,0.02720505,599.09556,0.02725358,650.06565
HAT-P-23 b,HAT-P-23,0.0232,15.334,664.237,G0,5905.0,1.58125,4.0,G0V,0.00100,0.1,1.23,73.6,0.35311291,2937.81220,0.87164395,2937.81220,0.98435036,2937.81220,1.26404428,2937.81220,1.35605053,2937.81220,1.23116463,2889.02539
HAT-P-25 b,HAT-P-25,0.0466,12.722215,180.84527,G5,5519.0,0.70500,3.2,G7V,0.00100,0.1,1.23,42.2,0.30065011,324.65206,0.74214179,324.65206,0.83810315,324.65206,1.07624230,324.65206,1.15457897,324.65206,1.01877874,310.28549
HAT-P-26 b,HAT-P-26,0.04748,7.06167,22.2481,K1,5079.0,0.43724,9.0,K2V,0.00100,0.1,1.23,19.8,2.02957122,193.95393,5.00990877,193.95393,5.65770637,193.95393,7.26529054,193.95393,7.79411073,193.95393,7.71906000,208.05756
HAT-P-28 b,HAT-P-28,0.0434,13.585,198.953,G3,5680.0,1.12980,6.1,G4V,0.00100,0.1,1.23,42.8,0.55881467,599.81945,1.37940985,599.81945,1.55777206,599.81945,2.00039837,599.81945,2.14600178,599.81945,2.04456951,618.98399
HAT-P-31 b,HAT-P-31,0.061,12.21781,721.4741,,6065.0,2.71113,3.17,F9V,0.00100,0.1,1.23,85.9,0.03754899,728.60195,0.09268806,728.60195,0.10467293,728.60195,0.13441476,728.60195,0.14419843,728.60195,0.12707843,695.48650
HAT-P-34 b,HAT-P-34,0.06774,13.417173,1058.3739,,6442.0,3.98382,1.7,F6V,0.00100,0.1,1.23,99.3,0.02753492,868.17968,0.06796875,868.17968,0.07675733,868.17968,0.09856720,868.17968,0.10574164,868.17968,0.08485653,754.63321
HAT-P-36 b,HAT-P-36,0.0241,14.313893,587.413406,G5 V,5620.0,1.05300,6.6,G6V,0.00100,0.1,1.23,71.6,0.22664744,1812.99211,0.55946941,1812.99211,0.63181063,1812.99211,0.81133370,1812.99211,0.87038841,1812.99211,0.83612302,1886.42727
HAT-P-37 b,HAT-P-37,0.0379,13.204,371.528,,5500.0,0.61944,3.6,G8V,0.00100,0.1,1.23,59.3,0.10578506,431.24252,0.26112585,431.24252,0.29489028,431.24252,0.37868058,431.24252,0.40624368,431.24252,0.36400105,418.52815
HAT-P-38 b,HAT-P-38,0.0523,9.247,84.857,G5,5330.0,0.61944,10.1,G9V,0.00100,0.1,1.23,33.9,0.36575744,226.46267,0.90285641,226.46267,1.01959870,226.46267,1.30930810,226.46267,1.40460898,226.46267,1.40586945,245.51230
HAT-P-40 b,HAT-P-40,0.0608,17.03768,152.5584,,6080.0,5.99791,2.7,F9V,0.00100,0.1,1.23,33.5,5.07132307,1622.53040,12.51834164,1622.53040,14.13700419,1622.53040,18.15390128,1622.53040,19.47527300,1622.53040,16.78866376,1514.99950
HAT-P-42 b,HAT-P-42,0.0575,14.348,331.801,,5743.0,2.26986,5.2,G3V,0.00100,0.1,1.23,53.8,0.27092704,686.53757,0.66877168,686.53757,0.75524604,686.53757,0.96984212,686.53757,1.04043421,686.53757,0.97414389,696.24144
HAT-P-43 b,HAT-P-43,0.0444,13.63,210.395,F9,5693.0,1.14778,5.7,G4V,0.00100,0.1,1.23,43.9,0.48986918,582.22930,1.20922087,582.22930,1.36557709,582.22930,1.75359301,582.22930,1.88123214,582.22930,1.77930610,596.47110
HAT-P-44 b,HAT-P-44,0.0507,13.922,111.871,,5295.0,0.63973,7.5,K0V,0.00100,0.1,1.23,31.7,0.78926573,248.87661,1.94826831,248.87661,2.20018578,248.87661,2.82534793,248.87661,3.03099710,248.87661,2.94960482,262.33091
HAT-P-45 b,HAT-P-45,0.0452,15.984,283.492,,6330.0,2.51189,2.0,F6V,0.00100,0.1,1.23,47.1,0.91889787,1229.48470,2.26825964,1229.48470,2.56155303,1229.48470,3.28939429,1229.48470,3.52882011,1229.48470,2.90823726,1097.51513
HAT-P-46 b,HAT-P-46,0.0577,14.392,156.684,,6120.0,2.46037,2.5,F8V,0.00100,0.1,1.23,36.9,1.31987208,739.00670,3.25804713,739.00670,3.67932329,739.00670,4.72476847,739.00670,5.06867116,739.00670,4.32142738,682.44640
HAT-P-49 b,HAT-P-49,0.04378,17.82231,699.226,F3,6820.0,6.51628,1.5,F2V,0.00100,0.1,1.23,70.0,0.57899478,3399.76177,1.42922356,3399.76177,1.61402684,3399.76177,2.07263742,3399.76177,2.22349891,3399.76177,1.74601501,2891.65588
HAT-P-5 b,HAT-P-5,0.04073,13.56289,311.4734,G,5960.0,1.53815,2.6,F9.5V,0.00100,0.1,1.23,53.6,0.35071576,927.19521,0.86572669,927.19521,0.97766799,927.19521,1.25546317,927.19521,1.34684483,927.19521,1.15481869,861.10179
HAT-P-50 b,HAT-P-50,0.0453,14.437192,429.0705,F5,6280.0,4.00996,3.37,F7V,0.00100,0.1,1.23,60.9,0.46979003,1954.08565,1.15965637,1954.08565,1.30960373,1954.08565,1.68171534,1954.08565,1.80412270,1954.08565,1.60281689,1880.39247
HAT-P-51 b,HAT-P-51,0.05042,13.50682174,97.573320949,G7,5453.0,0.79001,8.1,G8V,0.00100,0.1,1.23,30.0,1.18301694,310.75943,2.92022615,310.75943,3.29782095,310.75943,4.23486583,310.75943,4.54310988,310.75943,4.45454418,330.03608
HAT-P-52 b,HAT-P-52,0.03694,11.309881,259.98494,K1,5131.0,0.49600,9.4,K2V,0.00100,0.1,1.23,53.6,0.11442825,363.48477,0.28246119,363.48477,0.31898434,363.48477,0.40962075,363.48477,0.43943590,363.48477,0.43696335,391.49189
HAT-P-53 b,HAT-P-53,0.03159,14.773462,471.65972,,5956.0,1.64999,4.67,G0V,0.00100,0.1,1.23,63.2,0.35248393,1653.41072,0.87009134,1653.41072,0.98259700,1653.41072,1.26179272,1653.41072,1.35363508,1653.41072,1.25192817,1656.32528
